BACHARELADO EM CIÊNCIA E TECNOLOGIA	DB1BCM0505-22SA	Processamento da Informação B1-diurno (Santo André)	0	terça das 10:00 às 12:00, sala L501, semanal , quinta das 08:00 às 10:00, sala L501, semanal	Santo André	diurno	0-4-4
BACHARELADO EM CIÊNCIA E TECNOLOGIA	DB2BCM0505-22SA	Processamento da Informação B2-diurno (Santo André)	0	terça das 10:00 às 12:00, sala 405-2, semanal , quinta das 08:00 às 10:00, sala 405-2, semanal	Santo André	diurno	0-4-4
BACHARELADO EM CIÊNCIA E TECNOLOGIA	DB4BCM0505-22SA	Processamento da Informação B4-diurno (Santo André)	0	terça das 10:00 às 12:00, sala 404-2, semanal , quinta das 08:00 às 10:00, sala 404-2, semanal	Santo André	diurno	0-4-4
BACHARELADO EM CIÊNCIA E TECNOLOGIA	DB5BCM0505-22SA	Processamento da Informação B5-diurno (Santo André)	0	terça das 10:00 às 12:00, sala L506, semanal , quinta das 08:00 às 10:00, sala L506, semanal	Santo André	diurno	0-4-4
BACHARELADO EM CIÊNCIA E TECNOLOGIA	DB6BCM0505-22SA	Processamento da Informação B6-diurno (Santo André)	0	terça das 10:00 às 12:00, sala 407-2, semanal , quinta das 08:00 às 10:00, sala 407-2, semanal	Santo André	diurno	0-4-4
BACHARELADO EM CIÊNCIA E TECNOLOGIA	DB7BCM0505-22SA	Processamento da Informação B7-diurno (Santo André)	0	terça das 10:00 às 12:00, sala 409-2, semanal , quinta das 08:00 às 10:00, sala 409-2, semanal	Santo André	diurno	0-4-4
BACHARELADO EM CIÊNCIA E TECNOLOGIA	NA1BCM0505-22SA	Processamento da Informação A1-noturno (Santo André)	0	terça das 19:00 às 21:00, sala L501, semanal , quinta das 21:00 às 23:00, sala L501, semanal	Santo André	noturno	0-4-4
BACHARELADO EM CIÊNCIA E TECNOLOGIA	NA2BCM0505-22SA	Processamento da Informação A2-noturno (Santo André)	0	terça das 19:00 às 21:00, sala 405-2, semanal , quinta das 21:00 às 23:00, sala 405-2, semanal	Santo André	noturno	0-4-4
BACHARELADO EM CIÊNCIA E TECNOLOGIA	NA3BCM0505-22SA	Processamento da Informação A3-noturno (Santo André)	0	terça das 19:00 às 21:00, sala L504, semanal , quinta das 21:00 às 23:00, sala L504, semanal	Santo André	noturno	0-4-4
BACHARELADO EM CIÊNCIA E TECNOLOGIA	NA4BCM0505-22SA	Processamento da Informação A4-noturno (Santo André)	0	terça das 19:00 às 21:00, sala 404-2, semanal , quinta das 21:00 às 23:00, sala 404-2, semanal	Santo André	noturno	0-4-4
BACHARELADO EM CIÊNCIA E TECNOLOGIA	NA5BCM0505-22SA	Processamento da Informação A5-noturno (Santo André)	0	terça das 19:00 às 21:00, sala L506, semanal , quinta das 21:00 às 23:00, sala L506, semanal	Santo André	noturno	0-4-4
BACHARELADO EM CIÊNCIA E TECNOLOGIA	NA6BCM0505-22SA	Processamento da Informação A6-noturno (Santo André)	0	terça das 19:00 às 21:00, sala 407-2, semanal , quinta das 21:00 às 23:00, sala 407-2, semanal	Santo André	noturno	0-4-4
BACHARELADO EM CIÊNCIA E TECNOLOGIA	NA7BCM0505-22SA	Processamento da Informação A7-noturno (Santo André)	0	terça das 19:00 às 21:00, sala 409-2, semanal , quinta das 21:00 às 23:00, sala 409-2, semanal	Santo André	noturno	0-4-4
BACHARELADO EM CIÊNCIA E TECNOLOGIA	NB1BCM0505-22SA	Processamento da Informação B1-noturno (Santo André)	0	terça das 21:00 às 23:00, sala L501, semanal , quinta das 19:00 às 21:00, sala L501, semanal	Santo André	noturno	0-4-4
BACHARELADO EM CIÊNCIA E TECNOLOGIA	NB2BCM0505-22SA	Processamento da Informação B2-noturno (Santo André)	0	terça das 21:00 às 23:00, sala 405-2, semanal , quinta das 19:00 às 21:00, sala 405-2, semanal	Santo André	noturno	0-4-4
BACHARELADO EM CIÊNCIA E TECNOLOGIA	NB4BCM0505-22SA	Processamento da Informação B4-noturno (Santo André)	0	terça das 21:00 às 23:00, sala 404-2, semanal , quinta das 19:00 às 21:00, sala 404-2, semanal	Santo André	noturno	0-4-4
BACHARELADO EM CIÊNCIA E TECNOLOGIA	NB6BCM0505-22SA	Processamento da Informação B6-noturno (Santo André)	0	terça das 21:00 às 23:00, sala 407-2, semanal , quinta das 19:00 às 21:00, sala 407-2, semanal	Santo André	noturno	0-4-4
BACHARELADO EM CIÊNCIA E TECNOLOGIA	NB7BCM0505-22SA	Processamento da Informação B7-noturno (Santo André)	0	terça das 21:00 às 23:00, sala 409-2, semanal , quinta das 19:00 às 21:00, sala 409-2, semanal	Santo André	noturno	0-4-4
BACHARELADO EM CIÊNCIA E TECNOLOGIA	DA1BCM0505-22SB	Processamento da Informação A1-diurno (São Bernardo do Campo)	0	terça das 08:00 às 10:00, sala A2-L003-SB, semanal , quinta das 10:00 às 12:00, sala A2-L003-SB, semanal	São Bernardo do Campo	diurno	0-4-4
BACHARELADO EM CIÊNCIA E TECNOLOGIA	DA2BCM0505-22SB	Processamento da Informação A2-diurno (São Bernardo do Campo)	0	terça das 08:00 às 10:00, sala A1-L002-SB, semanal , quinta das 10:00 às 12:00, sala A1-L002-SB, semanal	São Bernardo do Campo	diurno	0-4-4
BACHARELADO EM CIÊNCIA E TECNOLOGIA	DB1BCM0505-22SB	Processamento da Informação B1-diurno (São Bernardo do Campo)	0	terça das 10:00 às 12:00, sala A2-L003-SB, semanal , quinta das 08:00 às 10:00, sala A2-L003-SB, semanal	São Bernardo do Campo	diurno	0-4-4
BACHARELADO EM CIÊNCIA E TECNOLOGIA	DB2BCM0505-22SB	Processamento da Informação B2-diurno (São Bernardo do Campo)	0	terça das 10:00 às 12:00, sala A1-L002-SB, semanal , quinta das 08:00 às 10:00, sala A1-L002-SB, semanal	São Bernardo do Campo	diurno	0-4-4
BACHARELADO EM CIÊNCIA E TECNOLOGIA	NA1BCM0505-22SB	Processamento da Informação A1-noturno (São Bernardo do Campo)	0	terça das 19:00 às 21:00, sala A2-L003-SB, semanal , quinta das 21:00 às 23:00, sala A2-L003-SB, semanal	São Bernardo do Campo	noturno	0-4-4
BACHARELADO EM CIÊNCIA E TECNOLOGIA	NA2BCM0505-22SB	Processamento da Informação A2-noturno (São Bernardo do Campo)	0	terça das 19:00 às 21:00, sala A1-L002-SB, semanal , quinta das 21:00 às 23:00, sala A1-L002-SB, semanal	São Bernardo do Campo	noturno	0-4-4
BACHARELADO EM CIÊNCIA E TECNOLOGIA	NB1BCM0505-22SB	Processamento da Informação B1-noturno (São Bernardo do Campo)	0	terça das 21:00 às 23:00, sala A2-L003-SB, semanal , quinta das 19:00 às 21:00, sala A2-L003-SB, semanal	São Bernardo do Campo	noturno	0-4-4
BACHARELADO EM CIÊNCIA E TECNOLOGIA	NB2BCM0505-22SB	Processamento da Informação B2-noturno (São Bernardo do Campo)	0	terça das 21:00 às 23:00, sala A1-L002-SB, semanal , quinta das 19:00 às 21:00, sala A1-L002-SB, semanal	São Bernardo do Campo	noturno	0-4-4
BACHARELADO EM CIÊNCIA E TECNOLOGIA	NA8BCM0505-22SA	Processamento da Informação A8-noturno (Santo André)	0	terça das 19:00 às 21:00, sala 408-2, semanal , quinta das 21:00 às 23:00, sala 408-2, semanal	Santo André	noturno	0-4-4
BACHARELADO EM CIÊNCIA E TECNOLOGIA	DA1BCS0002-15SA	Projeto Dirigido A1-diurno (Santo André)	terça das 10:00 às 12:00, sala A-107-0, semanal	0	Santo André	diurno	0-2-10
BACHARELADO EM CIÊNCIA E TECNOLOGIA	DA2BCS0002-15SA	Projeto Dirigido A2-diurno (Santo André)	terça das 10:00 às 12:00, sala S-211-0, semanal	0	Santo André	diurno	0-2-10
BACHARELADO EM CIÊNCIA E TECNOLOGIA	DB1BCS0002-15SA	Projeto Dirigido B1-diurno (Santo André)	terça das 08:00 às 10:00, sala S-208-0, semanal	0	Santo André	diurno	0-2-10
BACHARELADO EM CIÊNCIA E TECNOLOGIA	NA1BCS0002-15SA	Projeto Dirigido A1-noturno (Santo André)	terça das 21:00 às 23:00, sala A-107-0, semanal	0	Santo André	noturno	0-2-10
BACHARELADO EM CIÊNCIA E TECNOLOGIA	NA2BCS0002-15SA	Projeto Dirigido A2-noturno (Santo André)	terça das 21:00 às 23:00, sala S-211-0, semanal	0	Santo André	noturno	0-2-10
BACHARELADO EM CIÊNCIA E TECNOLOGIA	NB1BCS0002-15SA	Projeto Dirigido B1-noturno (Santo André)	terça das 19:00 às 21:00, sala S - 311-1, semanal	0	Santo André	noturno	0-2-10
BACHARELADO EM CIÊNCIA E TECNOLOGIA	NB2BCS0002-15SA	Projeto Dirigido B2-noturno (Santo André)	terça das 19:00 às 21:00, sala S-212-0, semanal	0	Santo André	noturno	0-2-10
BACHARELADO EM CIÊNCIA E TECNOLOGIA	DA1BCS0002-15SB	Projeto Dirigido A1-diurno (São Bernardo do Campo)	terça das 10:00 às 12:00, sala A1-S203-SB, semanal	0	São Bernardo do Campo	diurno	0-2-10
BACHARELADO EM CIÊNCIA E TECNOLOGIA	DB1BCS0002-15SB	Projeto Dirigido B1-diurno (São Bernardo do Campo)	terça das 08:00 às 10:00, sala A1-S204-SB, semanal	0	São Bernardo do Campo	diurno	0-2-10
BACHARELADO EM CIÊNCIA E TECNOLOGIA	NA1BCS0002-15SB	Projeto Dirigido A1-noturno (São Bernardo do Campo)	terça das 21:00 às 23:00, sala A1-S203-SB, semanal	0	São Bernardo do Campo	noturno	0-2-10
BACHARELADO EM CIÊNCIA E TECNOLOGIA	NB1BCS0002-15SB	Projeto Dirigido B1-noturno (São Bernardo do Campo)	terça das 19:00 às 21:00, sala A2-S302-SB, semanal	0	São Bernardo do Campo	noturno	0-2-10
BACHARELADO EM CIÊNCIA E TECNOLOGIA	DA1BCL0307-15SA	Transformações Químicas A1-diurno (Santo André)	terça das 10:00 às 12:00, sala A-101-0, semanal , sexta das 08:00 às 10:00, sala A-101-0, quinzenal I	quinta das 08:00 às 10:00, sala L601, semanal	Santo André	diurno	3-2-6
BACHARELADO EM CIÊNCIA E TECNOLOGIA	DA2BCL0307-15SA	Transformações Químicas A2-diurno (Santo André)	terça das 10:00 às 12:00, sala A-101-0, semanal , sexta das 08:00 às 10:00, sala A-101-0, quinzenal I	quinta das 08:00 às 10:00, sala L602, semanal	Santo André	diurno	3-2-6
BACHARELADO EM CIÊNCIA E TECNOLOGIA	DA3BCL0307-15SA	Transformações Químicas A3-diurno (Santo André)	terça das 10:00 às 12:00, sala A-101-0, semanal , sexta das 08:00 às 10:00, sala A-101-0, quinzenal I	quinta das 08:00 às 10:00, sala L605, semanal	Santo André	diurno	3-2-6
BACHARELADO EM CIÊNCIA E TECNOLOGIA	DA4BCL0307-15SA	Transformações Químicas A4-diurno (Santo André)	terça das 10:00 às 12:00, sala A-103-0, semanal , sexta das 08:00 às 10:00, sala A-103-0, quinzenal I	quinta das 08:00 às 10:00, sala L606, semanal	Santo André	diurno	3-2-6
BACHARELADO EM CIÊNCIA E TECNOLOGIA	DA5BCL0307-15SA	Transformações Químicas A5-diurno (Santo André)	terça das 10:00 às 12:00, sala A-103-0, semanal , sexta das 08:00 às 10:00, sala A-103-0, quinzenal I	quinta das 08:00 às 10:00, sala 408-3, semanal	Santo André	diurno	3-2-6
BACHARELADO EM CIÊNCIA E TECNOLOGIA	DA6BCL0307-15SA	Transformações Químicas A6-diurno (Santo André)	terça das 10:00 às 12:00, sala A-103-0, semanal , sexta das 08:00 às 10:00, sala A-103-0, quinzenal I	quinta das 08:00 às 10:00, sala 405-3, semanal	Santo André	diurno	3-2-6
BACHARELADO EM CIÊNCIA E TECNOLOGIA	DB1BCL0307-15SA	Transformações Químicas B1-diurno (Santo André)	terça das 08:00 às 10:00, sala S-205-0, semanal , sexta das 10:00 às 12:00, sala S-205-0, quinzenal I	quinta das 10:00 às 12:00, sala L601, semanal	Santo André	diurno	3-2-6
BACHARELADO EM CIÊNCIA E TECNOLOGIA	DB2BCL0307-15SA	Transformações Químicas B2-diurno (Santo André)	terça das 08:00 às 10:00, sala S-205-0, semanal , sexta das 10:00 às 12:00, sala S-205-0, quinzenal I	quinta das 10:00 às 12:00, sala L602, semanal	Santo André	diurno	3-2-6
BACHARELADO EM CIÊNCIA E TECNOLOGIA	DB3BCL0307-15SA	Transformações Químicas B3-diurno (Santo André)	terça das 08:00 às 10:00, sala S-205-0, semanal , sexta das 10:00 às 12:00, sala S-205-0, quinzenal I	quinta das 10:00 às 12:00, sala L605, semanal	Santo André	diurno	3-2-6
BACHARELADO EM CIÊNCIA E TECNOLOGIA	DB4BCL0307-15SA	Transformações Químicas B4-diurno (Santo André)	terça das 08:00 às 10:00, sala S-206-0, semanal , sexta das 10:00 às 12:00, sala S-206-0, quinzenal I	quinta das 10:00 às 12:00, sala L606, semanal	Santo André	diurno	3-2-6
BACHARELADO EM CIÊNCIA E TECNOLOGIA	DB5BCL0307-15SA	Transformações Químicas B5-diurno (Santo André)	terça das 08:00 às 10:00, sala S-206-0, semanal , sexta das 10:00 às 12:00, sala S-206-0, quinzenal I	quinta das 10:00 às 12:00, sala 408-3, semanal	Santo André	diurno	3-2-6
BACHARELADO EM CIÊNCIA E TECNOLOGIA	DB6BCL0307-15SA	Transformações Químicas B6-diurno (Santo André)	terça das 08:00 às 10:00, sala S-206-0, semanal , sexta das 10:00 às 12:00, sala S-206-0, quinzenal I	quinta das 10:00 às 12:00, sala 405-3, semanal	Santo André	diurno	3-2-6
BACHARELADO EM CIÊNCIA E TECNOLOGIA	DC1BCL0307-15SA	Transformações Químicas C1-diurno (Santo André)	quinta das 08:00 às 10:00, sala A-101-0, semanal , sexta das 08:00 às 10:00, sala A-106- 0, quinzenal I	terça das 10:00 às 12:00, sala 408-3, semanal	Santo André	diurno	3-2-6
BACHARELADO EM CIÊNCIA E TECNOLOGIA	DC2BCL0307-15SA	Transformações Químicas C2-diurno (Santo André)	quinta das 08:00 às 10:00, sala A-101-0, semanal , sexta das 08:00 às 10:00, sala A-106- 0, quinzenal I	terça das 10:00 às 12:00, sala L602, semanal	Santo André	diurno	3-2-6
BACHARELADO EM CIÊNCIA E TECNOLOGIA	DC3BCL0307-15SA	Transformações Químicas C3-diurno (Santo André)	quinta das 08:00 às 10:00, sala A-101-0, semanal , sexta das 08:00 às 10:00, sala A-106- 0, quinzenal I	terça das 10:00 às 12:00, sala L605, semanal	Santo André	diurno	3-2-6
BACHARELADO EM CIÊNCIA E TECNOLOGIA	NA1BCL0307-15SA	Transformações Químicas A1-noturno (Santo André)	terça das 21:00 às 23:00, sala A-101-0, semanal , sexta das 19:00 às 21:00, sala A-101-0, quinzenal I	quinta das 19:00 às 21:00, sala L601, semanal	Santo André	noturno	3-2-6
BACHARELADO EM CIÊNCIA E TECNOLOGIA	NA2BCL0307-15SA	Transformações Químicas A2-noturno (Santo André)	terça das 21:00 às 23:00, sala A-101-0, semanal , sexta das 19:00 às 21:00, sala A-101-0, quinzenal I	quinta das 19:00 às 21:00, sala L602, semanal	Santo André	noturno	3-2-6
BACHARELADO EM CIÊNCIA E TECNOLOGIA	NA3BCL0307-15SA	Transformações Químicas A3-noturno (Santo André)	terça das 21:00 às 23:00, sala A-101-0, semanal , sexta das 19:00 às 21:00, sala A-101-0, quinzenal I	quinta das 19:00 às 21:00, sala L605, semanal	Santo André	noturno	3-2-6
BACHARELADO EM CIÊNCIA E TECNOLOGIA	NA4BCL0307-15SA	Transformações Químicas A4-noturno (Santo André)	terça das 21:00 às 23:00, sala A-103-0, semanal , sexta das 19:00 às 21:00, sala A-103-0, quinzenal I	quinta das 19:00 às 21:00, sala L606, semanal	Santo André	noturno	3-2-6
BACHARELADO EM CIÊNCIA E TECNOLOGIA	NA5BCL0307-15SA	Transformações Químicas A5-noturno (Santo André)	terça das 21:00 às 23:00, sala A-103-0, semanal , sexta das 19:00 às 21:00, sala A-103-0, quinzenal I	quinta das 19:00 às 21:00, sala 408-3, semanal	Santo André	noturno	3-2-6
BACHARELADO EM CIÊNCIA E TECNOLOGIA	NA6BCL0307-15SA	Transformações Químicas A6-noturno (Santo André)	terça das 21:00 às 23:00, sala A-103-0, semanal , sexta das 19:00 às 21:00, sala A-103-0, quinzenal I	quinta das 19:00 às 21:00, sala 405-3, semanal	Santo André	noturno	3-2-6
BACHARELADO EM CIÊNCIA E TECNOLOGIA	NB1BCL0307-15SA	Transformações Químicas B1-noturno (Santo André)	terça das 19:00 às 21:00, sala S-205-0, semanal , sexta das 21:00 às 23:00, sala S-205-0, quinzenal I	quinta das 21:00 às 23:00, sala L601, semanal	Santo André	noturno	3-2-6
BACHARELADO EM CIÊNCIA E TECNOLOGIA	NB2BCL0307-15SA	Transformações Químicas B2-noturno (Santo André)	terça das 19:00 às 21:00, sala S-205-0, semanal , sexta das 21:00 às 23:00, sala S-205-0, quinzenal I	quinta das 21:00 às 23:00, sala L602, semanal	Santo André	noturno	3-2-6
BACHARELADO EM CIÊNCIA E TECNOLOGIA	NB3BCL0307-15SA	Transformações Químicas B3-noturno (Santo André)	terça das 19:00 às 21:00, sala S-205-0, semanal , sexta das 21:00 às 23:00, sala S-205-0, quinzenal I	quinta das 21:00 às 23:00, sala L605, semanal	Santo André	noturno	3-2-6
BACHARELADO EM CIÊNCIA E TECNOLOGIA	NB4BCL0307-15SA	Transformações Químicas B4-noturno (Santo André)	terça das 19:00 às 21:00, sala S-206-0, semanal , sexta das 21:00 às 23:00, sala S-206-0, quinzenal I	quinta das 21:00 às 23:00, sala L606, semanal	Santo André	noturno	3-2-6
BACHARELADO EM CIÊNCIA E TECNOLOGIA	NB5BCL0307-15SA	Transformações Químicas B5-noturno (Santo André)	terça das 19:00 às 21:00, sala S-206-0, semanal , sexta das 21:00 às 23:00, sala S-206-0, quinzenal I	quinta das 21:00 às 23:00, sala 408-3, semanal	Santo André	noturno	3-2-6
BACHARELADO EM CIÊNCIA E TECNOLOGIA	NB6BCL0307-15SA	Transformações Químicas B6-noturno (Santo André)	terça das 19:00 às 21:00, sala S-206-0, semanal , sexta das 21:00 às 23:00, sala S-206-0, quinzenal I	quinta das 21:00 às 23:00, sala 405-3, semanal	Santo André	noturno	3-2-6
BACHARELADO EM CIÊNCIA E TECNOLOGIA	NC1BCL0307-15SA	Transformações Químicas C1-noturno (Santo André)	quinta das 19:00 às 21:00, sala A-101-0, semanal , sexta das 19:00 às 21:00, sala A-106- 0, quinzenal I	terça das 21:00 às 23:00, sala 408-3, semanal	Santo André	noturno	3-2-6
BACHARELADO EM CIÊNCIA E TECNOLOGIA	NC2BCL0307-15SA	Transformações Químicas C2-noturno (Santo André)	quinta das 19:00 às 21:00, sala A-101-0, semanal , sexta das 19:00 às 21:00, sala A-106- 0, quinzenal I	terça das 21:00 às 23:00, sala L602, semanal	Santo André	noturno	3-2-6
BACHARELADO EM CIÊNCIA E TECNOLOGIA	NC3BCL0307-15SA	Transformações Químicas C3-noturno (Santo André)	quinta das 19:00 às 21:00, sala A-101-0, semanal , sexta das 19:00 às 21:00, sala A-106- 0, quinzenal I	terça das 21:00 às 23:00, sala L605, semanal	Santo André	noturno	3-2-6
BACHARELADO EM CIÊNCIA E TECNOLOGIA	DA1BCL0307-15SB	Transformações Químicas A1-diurno (São Bernardo do Campo)	terça das 10:00 às 12:00, sala A1-S201-SB, semanal , sexta das 08:00 às 10:00, sala A1- S201-SB, quinzenal I	quinta das 08:00 às 10:00, sala A1-L301- SB, semanal	São Bernardo do Campo	diurno	3-2-6
BACHARELADO EM CIÊNCIA E TECNOLOGIA	DA2BCL0307-15SB	Transformações Químicas A2-diurno (São Bernardo do Campo)	terça das 10:00 às 12:00, sala A1-S201-SB, semanal , sexta das 08:00 às 10:00, sala A1- S201-SB, quinzenal I	quinta das 08:00 às 10:00, sala A1-L302- SB, semanal	São Bernardo do Campo	diurno	3-2-6
BACHARELADO EM CIÊNCIA E TECNOLOGIA	DA3BCL0307-15SB	Transformações Químicas A3-diurno (São Bernardo do Campo)	terça das 10:00 às 12:00, sala A1-S201-SB, semanal , sexta das 08:00 às 10:00, sala A1- S201-SB, quinzenal I	quinta das 08:00 às 10:00, sala A1-L305- SB, semanal	São Bernardo do Campo	diurno	3-2-6
BACHARELADO EM CIÊNCIA E TECNOLOGIA	DB1BCL0307-15SB	Transformações Químicas B1-diurno (São Bernardo do Campo)	terça das 08:00 às 10:00, sala A1-S202-SB, semanal , sexta das 10:00 às 12:00, sala A1- S202-SB, quinzenal I	quinta das 10:00 às 12:00, sala A1-L301- SB, semanal	São Bernardo do Campo	diurno	3-2-6
BACHARELADO EM CIÊNCIA E TECNOLOGIA	DB2BCL0307-15SB	Transformações Químicas B2-diurno (São Bernardo do Campo)	terça das 08:00 às 10:00, sala A1-S202-SB, semanal , sexta das 10:00 às 12:00, sala A1- S202-SB, quinzenal I	quinta das 10:00 às 12:00, sala A1-L302- SB, semanal	São Bernardo do Campo	diurno	3-2-6
BACHARELADO EM CIÊNCIA E TECNOLOGIA	DB3BCL0307-15SB	Transformações Químicas B3-diurno (São Bernardo do Campo)	terça das 08:00 às 10:00, sala A1-S202-SB, semanal , sexta das 10:00 às 12:00, sala A1- S202-SB, quinzenal I	quinta das 10:00 às 12:00, sala A1-L305- SB, semanal	São Bernardo do Campo	diurno	3-2-6
BACHARELADO EM CIÊNCIA E TECNOLOGIA	NA1BCL0307-15SB	Transformações Químicas A1-noturno (São Bernardo do Campo)	terça das 21:00 às 23:00, sala A1-S201-SB, semanal , sexta das 19:00 às 21:00, sala A1- S201-SB, quinzenal I	quinta das 19:00 às 21:00, sala A1-L301- SB, semanal	São Bernardo do Campo	noturno	3-2-6
BACHARELADO EM CIÊNCIA E TECNOLOGIA	NA2BCL0307-15SB	Transformações Químicas A2-noturno (São Bernardo do Campo)	terça das 21:00 às 23:00, sala A1-S201-SB, semanal , sexta das 19:00 às 21:00, sala A1- S201-SB, quinzenal I	quinta das 19:00 às 21:00, sala A1-L302- SB, semanal	São Bernardo do Campo	noturno	3-2-6
BACHARELADO EM CIÊNCIA E TECNOLOGIA	NA3BCL0307-15SB	Transformações Químicas A3-noturno (São Bernardo do Campo)	terça das 21:00 às 23:00, sala A1-S201-SB, semanal , sexta das 19:00 às 21:00, sala A1- S201-SB, quinzenal I	quinta das 19:00 às 21:00, sala A1-L305- SB, semanal	São Bernardo do Campo	noturno	3-2-6
BACHARELADO EM CIÊNCIA E TECNOLOGIA	NB1BCL0307-15SB	Transformações Químicas B1-noturno (São Bernardo do Campo)	terça das 19:00 às 21:00, sala A1-S202-SB, semanal , sexta das 21:00 às 23:00, sala A1- S202-SB, quinzenal I	quinta das 21:00 às 23:00, sala A1-L301- SB, semanal	São Bernardo do Campo	noturno	3-2-6
BACHARELADO EM CIÊNCIA E TECNOLOGIA	NB2BCL0307-15SB	Transformações Químicas B2-noturno (São Bernardo do Campo)	terça das 19:00 às 21:00, sala A1-S202-SB, semanal , sexta das 21:00 às 23:00, sala A1- S202-SB, quinzenal I	quinta das 21:00 às 23:00, sala A1-L302- SB, semanal	São Bernardo do Campo	noturno	3-2-6
BACHARELADO EM CIÊNCIA E TECNOLOGIA	NB3BCL0307-15SB	Transformações Químicas B3-noturno (São Bernardo do Campo)	terça das 19:00 às 21:00, sala A1-S202-SB, semanal , sexta das 21:00 às 23:00, sala A1- S202-SB, quinzenal I	quinta das 21:00 às 23:00, sala A1-L305- SB, semanal	São Bernardo do Campo	noturno	3-2-6
BACHARELADO EM CIÊNCIAS BIOLÓGICAS	DA1NHZ1016-15SA	Conservação da Biodiversidade A1-diurno (Santo André)	terça das 16:00 às 18:00, sala S-301-3, semanal , quinta das 16:00 às 18:00, sala S-301-3, semanal	0	Santo André	diurno	4-0-4
BACHARELADO EM CIÊNCIAS BIOLÓGICAS	DANHT1073-15SA	Ecologia vegetal A-diurno (Santo André)	sexta das 08:00 às 10:00, sala S-301-3, semanal	sexta das 10:00 às 12:00, sala L505, semanal	Santo André	diurno	2-2-4
BACHARELADO EM CIÊNCIAS BIOLÓGICAS	NANHT1073-15SA	Ecologia vegetal A-noturno (Santo André)	sexta das 19:00 às 21:00, sala S-301-3, semanal	sexta das 21:00 às 23:00, sala L505, semanal	Santo André	noturno	2-2-4
BACHARELADO EM CIÊNCIAS BIOLÓGICAS	DA1NHT1062-15SA	Evolução A1-diurno (Santo André)	terça das 08:00 às 10:00, sala S - 305-2, semanal , quinta das 10:00 às 12:00, sala S - 305-2, semanal	0	Santo André	diurno	4-0-4
BACHARELADO EM CIÊNCIAS BIOLÓGICAS	NA1NHT1062-15SA	Evolução A1-noturno (Santo André)	terça das 19:00 às 21:00, sala S - 305-3, semanal , quinta das 21:00 às 23:00, sala S - 305-3, semanal	0	Santo André	noturno	4-0-4
BACHARELADO EM CIÊNCIAS BIOLÓGICAS	DANHT1067-15SA	Evolução e Diversidade de Plantas I A-diurno (Santo André)	quarta das 08:00 às 10:00, sala S-301-3, semanal	quarta das 10:00 às 12:00, sala 404-3, semanal	Santo André	diurno	2-2-2
BACHARELADO EM CIÊNCIAS BIOLÓGICAS	NANHT1067-15SA	Evolução e Diversidade de Plantas I A-noturno (Santo André)	quarta das 19:00 às 21:00, sala S-301-3, semanal	quarta das 21:00 às 23:00, sala 404-3, semanal	Santo André	noturno	2-2-2
BACHARELADO EM CIÊNCIAS BIOLÓGICAS	DANHT1055-15SA	Fundamentos de Imunologia A-diurno (Santo André)	segunda das 08:00 às 10:00, sala S-309-3, semanal	segunda das 10:00 às 12:00, sala 404-3, semanal	Santo André	diurno	2-2-4
BACHARELADO EM CIÊNCIAS BIOLÓGICAS	NANHT1055-15SA	Fundamentos de Imunologia A-noturno (Santo André)	segunda das 19:00 às 21:00, sala S-309-3, semanal	segunda das 21:00 às 23:00, sala 404-3, semanal	Santo André	noturno	2-2-4
BACHARELADO EM CIÊNCIAS BIOLÓGICAS	DANHT1061-15SA	Genética I A-diurno (Santo André)	terça das 08:00 às 10:00, sala S-301-3, semanal , sexta das 10:00 às 12:00, sala S-301-3, semanal	terça das 10:00 às 12:00, sala 404-3, semanal	Santo André	diurno	4-2-4
BACHARELADO EM CIÊNCIAS BIOLÓGICAS	NANHT1061-15SA	Genética I A-noturno (Santo André)	terça das 19:00 às 21:00, sala A-109-0, semanal , sexta das 21:00 às 23:00, sala A-109-0, semanal	terça das 21:00 às 23:00, sala 404-3, semanal	Santo André	noturno	4-2-4
BACHARELADO EM CIÊNCIAS BIOLÓGICAS	DA1NHT1066-15SA	Morfofisiologia animal comparada A1-diurno (Santo André)	quarta das 08:00 às 12:00, sala S-306-3, semanal	0	Santo André	diurno	4-0-4
BACHARELADO EM CIÊNCIAS BIOLÓGICAS	NA1NHT1066-15SA	Morfofisiologia animal comparada A1-noturno (Santo André)	quarta das 19:00 às 23:00, sala S-306-3, semanal	0	Santo André	noturno	4-0-4
BACHARELADO EM CIÊNCIAS BIOLÓGICAS	DANHT1058-15SA	Morfofisiologia Humana I A-diurno (Santo André)	segunda das 08:00 às 10:00, sala S - 305-3, semanal , quinta das 08:00 às 10:00, sala S - 305-3, semanal	segunda das 10:00 às 12:00, sala 402-3, semanal	Santo André	diurno	4-2-4
BACHARELADO EM CIÊNCIAS BIOLÓGICAS	NANHT1058-15SA	Morfofisiologia Humana I A-noturno (Santo André)	segunda das 19:00 às 21:00, sala S-301-3, semanal , quinta das 19:00 às 21:00, sala S-301- 3, semanal	segunda das 21:00 às 23:00, sala 402-3, semanal	Santo André	noturno	4-2-4
BACHARELADO EM CIÊNCIAS BIOLÓGICAS	NANHT1049-15SA	Trabalho de Conclusão de Curso em Biologia A- noturno (Santo André)	quinta das 19:00 às 21:00, sala S-309-3, semanal	0	Santo André	noturno	2-0-2
